,0,1,2,class
0,-1.4045085845196534,-1.9423245157106757,1.2540938822130907,daisy
1,0.46909476477776724,2.0627332551986264,-1.7775935491729975,daisy
2,2.8132298299234435,2.923299824378963,2.814127687620832,sunflower
3,0.45196918539607056,2.991172338688676,-2.6831103970212267,daisy
4,-0.634360511905967,1.2366114468065381,1.4003108404848543,rose
5,-3.176115757265223,1.2317827612823717,0.2509411902103156,rose
6,1.6136884345575853,2.1207608295239377,1.4526913779174386,sunflower
7,0.05028210166651759,2.5589325402011416,1.802590976952087,rose
8,-1.5158474155348984,0.3309987372815142,2.8605054724608188,daisy
9,-1.273731678147798,1.3512085319117708,1.2104964040887505,rose
10,-0.41694259763563135,1.9081526461799883,-1.609795123579641,daisy
11,-0.439397100698377,1.5463040289003054,1.7313382263655959,rose
12,1.8505051599338915,2.4812410635084063,1.936445670800865,sunflower
13,0.6845674023402267,-0.15074867006516168,0.9562906604518686,sunflower
14,1.534990068885986,2.4992861841856153,1.5081623566874696,sunflower
15,2.472327545223417,1.8293927463496193,-1.913195798538355,daisy
16,-1.7680517824983815,2.768532522998767,1.3283116277017597,rose
17,1.315525036789044,1.4544227800013005,-1.3984447259374695,daisy
18,-1.2476437594139624,1.823386803468872,0.3702549379315452,rose
19,1.120357289861572,1.084404401508467,1.2148554553481006,sunflower
20,-3.403511215600183,1.0878714774266398,0.0609858539375685,rose
21,2.3162198221627888,1.6783061037593956,2.6296821055064754,sunflower
22,1.0230644306116092,2.747253144865148,0.6340703529985455,sunflower
23,1.9848733785447001,2.507266557922462,-2.8353492404851046,daisy
24,-1.489071021571834,-1.5434837131851737,1.5727326805913346,daisy
25,-2.461889963331317,0.6123283773595856,1.8151643053723416,daisy
26,-0.8912703317429914,2.3988116751718027,2.57748533092043,rose
27,-0.03577379253366875,-2.1149023256902857,2.144839416894647,daisy
28,0.11418445782492359,0.9690253650215199,-0.825340079036731,daisy
29,-2.3951205897892582,1.7262209037250742,1.53446034475537,rose
30,-2.0592995036030506,-0.6417873930938748,1.767352433138805,daisy
31,-1.183130615219368,-1.8834648623079298,1.3520218601791396,daisy
32,-2.1641535253616864,0.3524495484991583,1.1058973297061574,rose
33,-1.1860473718997908,0.2121409105514489,3.2408189356089627,daisy
34,0.7049938076261406,2.7872737436115242,0.6464283442143309,sunflower
35,0.6051704988599106,2.653733872101365,-1.9010663310831633,daisy
36,1.6860381375692917,1.8429429792067151,1.1500374135410887,sunflower
37,-1.867213048857757,2.051159645886047,1.1310744768714052,rose
38,-1.0587625147219326,-0.5946352761040902,2.484210498805919,daisy
39,-0.0016591115336013207,1.7270120564745346,1.5746684401374318,rose
40,-1.3942843920666084,-0.4771780590247128,2.0694117066988964,daisy
41,1.4236188157743441,1.8505345382315985,-1.9702274569902571,daisy
42,0.03927195903123959,2.3796963517918854,-1.851567597183697,daisy
43,-1.0915608514372441,-3.053449049282836,0.7684700400599663,daisy
